date,country,countryCode,province,provinceCode,city,cityCode,confirmed,suspected,cured,dead
2020-01-22,中国,CN,湖南省,430000.0,长沙市,430100.0,1,0,0,0
2020-01-22,中国,CN,湖南省,430000.0,怀化市,431200.0,3,0,0,0
2020-01-22,中国,CN,广东省,440000.0,广州市,440100.0,5,0,0,0
2020-01-22,中国,CN,广东省,440000.0,韶关市,440200.0,2,0,0,0
2020-01-22,中国,CN,广东省,440000.0,深圳市,440300.0,15,0,0,0
2020-01-22,中国,CN,广东省,440000.0,珠海市,440400.0,4,0,0,0
2020-01-22,中国,CN,广东省,440000.0,佛山市,440600.0,1,0,0,0
2020-01-22,中国,CN,广东省,440000.0,湛江市,440800.0,2,0,0,0
2020-01-22,中国,CN,广东省,440000.0,肇庆市,441200.0,1,0,0,0
2020-01-22,中国,CN,广东省,440000.0,惠州市,441300.0,1,0,0,0
2020-01-22,中国,CN,广东省,440000.0,中山市,442000.0,1,0,0,0
2020-01-22,中国,CN,广西壮族自治区,450000.0,柳州市,450200.0,0,1,0,0
2020-01-22,中国,CN,广西壮族自治区,450000.0,梧州市,450400.0,1,0,0,0
2020-01-22,中国,CN,广西壮族自治区,450000.0,北海市,450500.0,1,0,0,0
2020-01-22,中国,CN,海南省,460000.0,海口市,460100.0,1,10,0,0
2020-01-22,中国,CN,海南省,460000.0,三亚市,460200.0,2,8,0,0
2020-01-22,中国,CN,海南省,460000.0,儋州市,460400.0,0,3,0,0
2020-01-22,中国,CN,海南省,460000.0,五指山市,469001.0,0,2,0,0
2020-01-22,中国,CN,海南省,460000.0,琼海市,469002.0,0,1,0,0
2020-01-22,中国,CN,海南省,460000.0,文昌市,469005.0,0,1,0,0
2020-01-22,中国,CN,海南省,460000.0,万宁市,469006.0,1,1,0,0
2020-01-22,中国,CN,海南省,460000.0,东方市,469007.0,0,1,0,0
2020-01-22,中国,CN,海南省,460000.0,临高县,469024.0,1,2,0,0
2020-01-22,中国,CN,海南省,460000.0,昌江黎族自治县,469026.0,0,2,0,0
2020-01-22,中国,CN,海南省,460000.0,琼中黎族苗族自治县,469030.0,0,1,0,0
2020-01-22,中国,CN,重庆市,500000.0,万州区,500101.0,2,0,0,0
2020-01-22,中国,CN,重庆市,500000.0,涪陵区,500102.0,1,0,0,0
2020-01-22,中国,CN,重庆市,500000.0,长寿区,500115.0,1,0,0,0
2020-01-22,中国,CN,重庆市,500000.0,永川区,500118.0,2,0,0,0
2020-01-22,中国,CN,重庆市,500000.0,垫江县,500231.0,1,0,0,0
2020-01-22,中国,CN,重庆市,500000.0,巫山县,500237.0,2,0,0,0
2020-01-22,中国,CN,四川省,510000.0,成都市,510100.0,2,2,0,0
2020-01-22,中国,CN,四川省,510000.0,绵阳市,510700.0,2,0,0,0
2020-01-22,中国,CN,四川省,510000.0,广安市,511600.0,1,0,0,0
2020-01-22,中国,CN,贵州省,520000.0,贵阳市,520100.0,1,0,0,0
2020-01-22,中国,CN,贵州省,520000.0,铜仁市,520600.0,1,0,0,0
2020-01-22,中国,CN,贵州省,520000.0,黔南布依族苗族自治州,522700.0,1,0,0,0
2020-01-22,中国,CN,陕西省,610000.0,西安市,610100.0,2,0,0,0
2020-01-22,中国,CN,陕西省,610000.0,咸阳市,610400.0,1,0,0,0
2020-01-22,中国,CN,陕西省,610000.0,延安市,610600.0,1,0,0,0
2020-01-22,中国,CN,宁夏回族自治区,640000.0,银川市,640100.0,1,0,0,0
2020-01-23,中国,CN,北京市,110000.0,外地来京,,6,0,0,0
2020-01-23,中国,CN,北京市,110000.0,西城区,110102.0,3,0,0,0
2020-01-23,中国,CN,北京市,110000.0,朝阳区,110105.0,2,0,0,0
2020-01-23,中国,CN,北京市,110000.0,丰台区,110106.0,1,0,0,0
2020-01-23,中国,CN,北京市,110000.0,石景山区,110107.0,1,0,0,0
2020-01-23,中国,CN,北京市,110000.0,海淀区,110108.0,3,0,0,0
2020-01-23,中国,CN,北京市,110000.0,通州区,110112.0,2,0,0,0
2020-01-23,中国,CN,北京市,110000.0,昌平区,110114.0,2,0,0,0
2020-01-23,中国,CN,北京市,110000.0,大兴区,110115.0,2,0,0,0
2020-01-23,中国,CN,河北省,130000.0,石家庄市,130100.0,1,0,0,0
2020-01-23,中国,CN,河北省,130000.0,沧州市,130900.0,1,0,0,1
2020-01-23,中国,CN,山西省,140000.0,太原市,140100.0,1,0,0,0
2020-01-23,中国,CN,内蒙古自治区,150000.0,呼伦贝尔市,150700.0,1,0,0,0
2020-01-23,中国,CN,内蒙古自治区,150000.0,锡林郭勒盟,152500.0,0,2,0,0
2020-01-23,中国,CN,辽宁省,210000.0,沈阳市,210100.0,2,0,0,0
2020-01-23,中国,CN,辽宁省,210000.0,大连市,210200.0,1,0,0,0
2020-01-23,中国,CN,辽宁省,210000.0,朝阳市,211300.0,1,0,0,0
2020-01-23,中国,CN,吉林省,220000.0,长春市,220100.0,1,0,0,0
2020-01-23,中国,CN,吉林省,220000.0,吉林市,220200.0,1,0,0,0
2020-01-23,中国,CN,吉林省,220000.0,松原市,220700.0,1,0,0,0
2020-01-23,中国,CN,黑龙江省,230000.0,哈尔滨市,230100.0,1,0,0,0
2020-01-23,中国,CN,黑龙江省,230000.0,大庆市,230600.0,1,0,0,0
2020-01-23,中国,CN,黑龙江省,230000.0,牡丹江市,231000.0,1,0,0,0
2020-01-23,中国,CN,黑龙江省,230000.0,绥化市,231200.0,1,0,0,1
2020-01-23,中国,CN,江苏省,320000.0,南京市,320100.0,3,0,0,0
2020-01-23,中国,CN,江苏省,320000.0,无锡市,320200.0,1,0,0,0
2020-01-23,中国,CN,江苏省,320000.0,苏州市,320500.0,2,0,0,0
2020-01-23,中国,CN,江苏省,320000.0,南通市,320600.0,1,0,0,0
2020-01-23,中国,CN,江苏省,320000.0,连云港市,320700.0,1,0,0,0
2020-01-23,中国,CN,江苏省,320000.0,扬州市,321000.0,1,0,0,0
2020-01-23,中国,CN,浙江省,330000.0,杭州市,330100.0,6,0,0,0
2020-01-23,中国,CN,浙江省,330000.0,宁波市,330200.0,5,0,0,0
2020-01-23,中国,CN,浙江省,330000.0,温州市,330300.0,1,0,1,0
2020-01-23,中国,CN,浙江省,330000.0,嘉兴市,330400.0,1,0,0,0
2020-01-23,中国,CN,浙江省,330000.0,绍兴市,330600.0,1,0,0,0
2020-01-23,中国,CN,浙江省,330000.0,金华市,330700.0,1,0,0,0
2020-01-23,中国,CN,浙江省,330000.0,衢州市,330800.0,2,0,0,0
2020-01-23,中国,CN,浙江省,330000.0,舟山市,330900.0,1,0,0,0
2020-01-23,中国,CN,浙江省,330000.0,台州市,331000.0,4,0,0,0
2020-01-23,中国,CN,安徽省,340000.0,合肥市,340100.0,6,0,0,0
2020-01-23,中国,CN,安徽省,340000.0,蚌埠市,340300.0,1,0,0,0
2020-01-23,中国,CN,安徽省,340000.0,安庆市,340800.0,1,0,0,0
2020-01-23,中国,CN,安徽省,340000.0,滁州市,341100.0,1,0,0,0
2020-01-23,中国,CN,安徽省,340000.0,阜阳市,341200.0,2,0,0,0
2020-01-23,中国,CN,安徽省,340000.0,六安市,341500.0,2,0,0,0
2020-01-23,中国,CN,安徽省,340000.0,亳州市,341600.0,1,0,0,0
2020-01-23,中国,CN,安徽省,340000.0,池州市,341700.0,1,0,0,0
2020-01-23,中国,CN,福建省,350000.0,福州市,350100.0,1,0,0,0
2020-01-23,中国,CN,福建省,350000.0,厦门市,350200.0,1,0,0,0
2020-01-23,中国,CN,福建省,350000.0,泉州市,350500.0,1,0,0,0
2020-01-23,中国,CN,福建省,350000.0,宁德市,350900.0,1,0,0,0
2020-01-23,中国,CN,江西省,360000.0,南昌市,360100.0,2,0,0,0
2020-01-23,中国,CN,江西省,360000.0,萍乡市,360300.0,1,0,0,0
2020-01-23,中国,CN,江西省,360000.0,九江市,360400.0,1,0,0,0
2020-01-23,中国,CN,江西省,360000.0,新余市,360500.0,1,0,0,0
2020-01-23,中国,CN,江西省,360000.0,吉安市,360800.0,1,0,0,0
2020-01-23,中国,CN,江西省,360000.0,抚州市,361000.0,1,0,0,0
2020-01-23,中国,CN,山东省,370000.0,青岛市,370200.0,3,0,0,0
2020-01-23,中国,CN,山东省,370000.0,潍坊市,370700.0,1,0,0,0
2020-01-23,中国,CN,山东省,370000.0,威海市,371000.0,2,0,0,0
2020-01-23,中国,CN,山东省,370000.0,日照市,371100.0,1,0,0,0
2020-01-23,中国,CN,山东省,370000.0,临沂市,371300.0,2,0,0,0
2020-01-23,中国,CN,河南省,410000.0,郑州市,410100.0,3,0,0,0
2020-01-23,中国,CN,河南省,410000.0,巩义市,410181.0,2,0,0,0
2020-01-23,中国,CN,河南省,410000.0,洛阳市,410300.0,1,0,0,0
2020-01-23,中国,CN,河南省,410000.0,三门峡市,411200.0,1,0,0,0
2020-01-23,中国,CN,河南省,410000.0,信阳市,411500.0,1,0,0,0
2020-01-23,中国,CN,河南省,410000.0,周口市,411600.0,1,0,0,0
2020-01-23,中国,CN,湖北省,420000.0,武汉市,420100.0,495,0,0,0
2020-01-23,中国,CN,湖北省,420000.0,十堰市,420300.0,1,0,0,0
2020-01-23,中国,CN,湖北省,420000.0,宜昌市,420500.0,1,0,0,0
2020-01-23,中国,CN,湖北省,420000.0,荆门市,420800.0,8,0,0,0
2020-01-23,中国,CN,湖北省,420000.0,孝感市,420900.0,22,0,0,0
2020-01-23,中国,CN,湖北省,420000.0,荆州市,421000.0,8,0,0,0
2020-01-23,中国,CN,湖北省,420000.0,黄冈市,421100.0,12,0,0,0
2020-01-23,中国,CN,湖北省,420000.0,仙桃市,429004.0,2,0,0,0
2020-01-23,中国,CN,湖南省,430000.0,长沙市,430100.0,8,0,0,0
2020-01-23,中国,CN,湖南省,430000.0,株洲市,430200.0,1,0,0,0
2020-01-23,中国,CN,湖南省,430000.0,湘潭市,430300.0,1,0,0,0
2020-01-23,中国,CN,湖南省,430000.0,岳阳市,430600.0,3,0,0,0
2020-01-23,中国,CN,湖南省,430000.0,郴州市,431000.0,1,0,0,0
2020-01-23,中国,CN,湖南省,430000.0,永州市,431100.0,4,0,0,0
2020-01-23,中国,CN,湖南省,430000.0,怀化市,431200.0,3,0,0,0
2020-01-23,中国,CN,湖南省,430000.0,娄底市,431300.0,3,0,0,0
2020-01-23,中国,CN,广东省,440000.0,广州市,440100.0,7,0,0,0
2020-01-23,中国,CN,广东省,440000.0,韶关市,440200.0,3,0,0,0
2020-01-23,中国,CN,广东省,440000.0,深圳市,440300.0,15,0,2,0
2020-01-23,中国,CN,广东省,440000.0,珠海市,440400.0,8,0,0,0
2020-01-23,中国,CN,广东省,440000.0,佛山市,440600.0,6,0,0,0
2020-01-23,中国,CN,广东省,440000.0,湛江市,440800.0,2,0,0,0
2020-01-23,中国,CN,广东省,440000.0,肇庆市,441200.0,1,0,0,0
2020-01-23,中国,CN,广东省,440000.0,惠州市,441300.0,5,0,0,0
2020-01-23,中国,CN,广东省,440000.0,阳江市,441700.0,3,0,0,0
2020-01-23,中国,CN,广东省,440000.0,清远市,441800.0,1,0,0,0
2020-01-23,中国,CN,广东省,440000.0,中山市,442000.0,2,0,0,0
2020-01-23,中国,CN,广西壮族自治区,450000.0,柳州市,450200.0,2,0,0,0
2020-01-23,中国,CN,广西壮族自治区,450000.0,桂林市,450300.0,2,0,0,0
2020-01-23,中国,CN,广西壮族自治区,450000.0,梧州市,450400.0,1,0,0,0
2020-01-23,中国,CN,广西壮族自治区,450000.0,北海市,450500.0,6,0,0,0
2020-01-23,中国,CN,广西壮族自治区,450000.0,百色市,451000.0,1,0,0,0
2020-01-23,中国,CN,广西壮族自治区,450000.0,河池市,451200.0,1,0,0,0
2020-01-23,中国,CN,海南省,460000.0,海口市,460100.0,3,0,0,0
2020-01-23,中国,CN,海南省,460000.0,三亚市,460200.0,2,0,0,0
2020-01-23,中国,CN,海南省,460000.0,万宁市,469006.0,2,0,0,0
2020-01-23,中国,CN,海南省,460000.0,临高县,469024.0,1,0,0,0
2020-01-23,中国,CN,重庆市,500000.0,两江新区,,1,0,0,0
2020-01-23,中国,CN,重庆市,500000.0,万州区,500101.0,3,0,0,0
2020-01-23,中国,CN,重庆市,500000.0,涪陵区,500102.0,1,0,0,0
2020-01-23,中国,CN,重庆市,500000.0,大渡口区,500104.0,1,0,0,0
2020-01-23,中国,CN,重庆市,500000.0,九龙坡区,500107.0,2,0,0,0
2020-01-23,中国,CN,重庆市,500000.0,渝北区,500112.0,2,0,0,0
2020-01-23,中国,CN,重庆市,500000.0,长寿区,500115.0,3,0,0,0
2020-01-23,中国,CN,重庆市,500000.0,永川区,500118.0,2,0,0,0
2020-01-23,中国,CN,重庆市,500000.0,开州区,500154.0,2,0,0,0
2020-01-23,中国,CN,重庆市,500000.0,垫江县,500231.0,2,0,0,0
2020-01-23,中国,CN,重庆市,500000.0,忠县,500233.0,1,0,0,0
2020-01-23,中国,CN,重庆市,500000.0,云阳县,500235.0,1,0,0,0
2020-01-23,中国,CN,重庆市,500000.0,奉节县,500236.0,1,0,0,0
2020-01-23,中国,CN,重庆市,500000.0,巫山县,500237.0,3,0,0,0
2020-01-23,中国,CN,重庆市,500000.0,巫溪县,500238.0,1,0,0,0
2020-01-23,中国,CN,重庆市,500000.0,秀山土家族苗族自治县,500241.0,1,0,0,0
2020-01-23,中国,CN,四川省,510000.0,成都市,510100.0,7,0,0,0
2020-01-23,中国,CN,四川省,510000.0,德阳市,510600.0,1,0,0,0
2020-01-23,中国,CN,四川省,510000.0,绵阳市,510700.0,2,0,0,0
2020-01-23,中国,CN,四川省,510000.0,遂宁市,510900.0,1,0,0,0
2020-01-23,中国,CN,四川省,510000.0,广安市,511600.0,2,0,0,0
2020-01-23,中国,CN,四川省,510000.0,达州市,511700.0,1,0,0,0
2020-01-23,中国,CN,四川省,510000.0,雅安市,511800.0,1,0,0,0
2020-01-23,中国,CN,贵州省,520000.0,贵阳市,520100.0,1,0,0,0
2020-01-23,中国,CN,贵州省,520000.0,铜仁市,520600.0,1,0,0,0
2020-01-23,中国,CN,贵州省,520000.0,黔南布依族苗族自治州,522700.0,1,0,0,0
2020-01-23,中国,CN,云南省,530000.0,昆明市,530100.0,2,0,0,0
2020-01-23,中国,CN,陕西省,610000.0,西安市,610100.0,2,0,0,0
2020-01-23,中国,CN,陕西省,610000.0,咸阳市,610400.0,1,0,0,0
2020-01-23,中国,CN,陕西省,610000.0,延安市,610600.0,1,0,0,0
2020-01-23,中国,CN,陕西省,610000.0,安康市,610900.0,1,0,0,0
2020-01-23,中国,CN,甘肃省,620000.0,兰州市,620100.0,1,0,0,0
2020-01-23,中国,CN,甘肃省,620000.0,白银市,620400.0,0,1,0,0
2020-01-23,中国,CN,宁夏回族自治区,640000.0,银川市,640100.0,1,0,0,0
2020-01-23,中国,CN,宁夏回族自治区,640000.0,中卫市,640500.0,1,0,0,0
2020-01-23,中国,CN,新疆维吾尔自治区,650000.0,乌鲁木齐市,650100.0,2,0,0,0
2020-01-24,中国,CN,北京市,110000.0,外地来京,,10,0,0,0
2020-01-24,中国,CN,北京市,110000.0,西城区,110102.0,4,0,0,0
2020-01-24,中国,CN,北京市,110000.0,朝阳区,110105.0,5,0,0,0
2020-01-24,中国,CN,北京市,110000.0,丰台区,110106.0,2,0,0,0
2020-01-24,中国,CN,北京市,110000.0,石景山区,110107.0,1,0,0,0
2020-01-24,中国,CN,北京市,110000.0,海淀区,110108.0,6,0,0,0
2020-01-24,中国,CN,北京市,110000.0,通州区,110112.0,2,0,0,0
2020-01-24,中国,CN,北京市,110000.0,顺义区,110113.0,1,0,0,0
2020-01-24,中国,CN,北京市,110000.0,昌平区,110114.0,3,0,0,0
2020-01-24,中国,CN,北京市,110000.0,大兴区,110115.0,2,0,0,0
2020-01-24,中国,CN,河北省,130000.0,石家庄市,130100.0,4,0,0,0
2020-01-24,中国,CN,河北省,130000.0,保定市,130600.0,1,0,0,0
2020-01-24,中国,CN,河北省,130000.0,承德市,130800.0,1,0,0,0
2020-01-24,中国,CN,河北省,130000.0,沧州市,130900.0,2,0,0,1
2020-01-24,中国,CN,山西省,140000.0,太原市,140100.0,2,0,0,0
2020-01-24,中国,CN,山西省,140000.0,大同市,140200.0,1,0,0,0
2020-01-24,中国,CN,山西省,140000.0,长治市,140400.0,1,0,0,0
2020-01-24,中国,CN,山西省,140000.0,运城市,140800.0,2,0,0,0
2020-01-24,中国,CN,内蒙古自治区,150000.0,赤峰市,150400.0,0,1,0,0
2020-01-24,中国,CN,内蒙古自治区,150000.0,鄂尔多斯市,150600.0,0,2,0,0
2020-01-24,中国,CN,内蒙古自治区,150000.0,呼伦贝尔市,150700.0,1,1,0,0
2020-01-24,中国,CN,内蒙古自治区,150000.0,锡林郭勒盟,152500.0,1,1,0,0
2020-01-24,中国,CN,辽宁省,210000.0,沈阳市,210100.0,3,0,0,0
2020-01-24,中国,CN,辽宁省,210000.0,大连市,210200.0,2,0,0,0
2020-01-24,中国,CN,辽宁省,210000.0,本溪市,210500.0,1,0,0,0
2020-01-24,中国,CN,辽宁省,210000.0,铁岭市,211200.0,2,0,0,0
2020-01-24,中国,CN,辽宁省,210000.0,朝阳市,211300.0,2,0,0,0
2020-01-24,中国,CN,辽宁省,210000.0,葫芦岛市,211400.0,2,0,0,0
2020-01-24,中国,CN,吉林省,220000.0,长春市,220100.0,1,0,0,0
2020-01-24,中国,CN,吉林省,220000.0,吉林市,220200.0,2,0,0,0
2020-01-24,中国,CN,吉林省,220000.0,松原市,220700.0,1,0,0,0
2020-01-24,中国,CN,黑龙江省,230000.0,哈尔滨市,230100.0,6,0,0,0
2020-01-24,中国,CN,黑龙江省,230000.0,大庆市,230600.0,1,0,0,0
2020-01-24,中国,CN,黑龙江省,230000.0,牡丹江市,231000.0,1,0,0,0
2020-01-24,中国,CN,黑龙江省,230000.0,绥化市,231200.0,1,0,0,1
2020-01-24,中国,CN,江苏省,320000.0,南京市,320100.0,4,0,0,0
2020-01-24,中国,CN,江苏省,320000.0,无锡市,320200.0,1,0,0,0
2020-01-24,中国,CN,江苏省,320000.0,常州市,320400.0,5,0,0,0
2020-01-24,中国,CN,江苏省,320000.0,苏州市,320500.0,3,0,1,0
