date,name,省份,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
2020-02-04,吉林省,吉林省,48,58,12,54,0,0
2020-02-04,黑龙江省,黑龙江省,78,184,35,190,0,2
2020-02-04,上海市,上海市,113,194,25,233,0,1
2020-02-04,江苏省,江苏省,42,43,33,341,0,0
2020-02-04,浙江省,浙江省,144,299,66,895,0,0
2020-02-04,安徽省,安徽省,63,130,50,530,0,0
2020-02-04,福建省,福建省,40,91,11,205,0,0
2020-02-04,江西省,江西省,116,343,72,548,0,0
2020-02-04,山东省,山东省,49,94,28,298,0,0
2020-02-04,河南省,河南省,258,693,89,764,0,2
2020-02-04,湖北省,湖北省,1957,18447,3156,16678,65,479
2020-02-04,湖南省,湖南省,142,211,68,661,0,0
2020-02-04,广东省,广东省,34,136,73,870,0,0
2020-02-04,广西壮族自治区,广西壮族自治区,155,396,11,150,0,0
2020-02-04,海南省,海南省,41,118,11,89,0,1
2020-02-04,重庆市,重庆市,175,397,29,366,0,2
2020-02-04,四川省,四川省,106,281,19,301,0,1
2020-02-04,贵州省,贵州省,12,33,8,64,0,0
2020-02-04,云南省,云南省,55,172,5,122,0,0
2020-02-04,西藏自治区,西藏自治区,0,0,0,1,0,0
2020-02-04,陕西省,陕西省,41,215,23,165,0,0
2020-02-04,甘肃省,甘肃省,10,18,1,57,0,0
2020-02-04,青海省,青海省,0,0,2,17,0,0
2020-02-04,宁夏回族自治区,宁夏回族自治区,6,24,0,34,0,0
2020-02-04,新疆维吾尔自治区,新疆维吾尔自治区,19,46,3,32,0,0
2020-02-04,台湾省,台湾省,0,0,1,11,0,0
2020-02-04,香港特别行政区,香港特别行政区,0,0,3,18,1,1
2020-02-04,澳门特别行政区,澳门特别行政区,0,0,2,10,0,0
2020-02-05,北京市,北京市,65,170,21,274,0,1
2020-02-05,天津市,天津市,97,190,3,70,1,1
2020-02-05,河北省,河北省,60,133,22,157,0,1
2020-02-05,山西省,山西省,20,42,9,90,0,0
2020-02-05,内蒙古自治区,内蒙古自治区,4,5,4,46,0,0
2020-02-05,辽宁省,辽宁省,42,143,8,89,0,0
2020-02-05,吉林省,吉林省,37,69,5,59,0,0
2020-02-05,黑龙江省,黑龙江省,109,222,37,227,1,3
2020-02-05,上海市,上海市,102,196,21,254,0,1
2020-02-05,江苏省,江苏省,48,55,32,373,0,0
2020-02-05,浙江省,浙江省,155,322,59,954,0,0
2020-02-05,安徽省,安徽省,84,141,61,591,0,0
2020-02-05,福建省,福建省,22,78,10,215,0,0
2020-02-05,江西省,江西省,72,312,52,600,0,0
2020-02-05,山东省,山东省,37,85,45,343,0,0
2020-02-05,河南省,河南省,273,688,87,851,0,2
2020-02-05,湖北省,湖北省,3230,19728,2987,19665,70,549
2020-02-05,湖南省,湖南省,167,207,50,711,0,0
2020-02-05,广东省,广东省,61,148,74,944,0,0
2020-02-05,广西壮族自治区,广西壮族自治区,144,391,18,168,0,0
2020-02-05,海南省,海南省,38,132,11,100,0,1
2020-02-05,重庆市,重庆市,171,379,23,389,0,2
2020-02-05,四川省,四川省,135,340,20,321,0,1
2020-02-05,贵州省,贵州省,18,37,5,69,1,1
2020-02-05,云南省,云南省,28,149,6,128,0,0
2020-02-05,西藏自治区,西藏自治区,0,0,0,1,0,0
2020-02-05,陕西省,陕西省,71,238,8,173,0,0
2020-02-05,甘肃省,甘肃省,8,16,5,62,0,0
2020-02-05,青海省,青海省,0,0,1,18,0,0
2020-02-05,宁夏回族自治区,宁夏回族自治区,15,39,6,40,0,0
2020-02-05,新疆维吾尔自治区,新疆维吾尔自治区,15,47,4,36,0,0
2020-02-05,台湾省,台湾省,0,0,0,11,0,0
2020-02-05,香港特别行政区,香港特别行政区,0,0,3,21,0,1
2020-02-05,澳门特别行政区,澳门特别行政区,0,0,0,10,0,0
2020-02-06,北京市,北京市,51,157,23,297,0,1
2020-02-06,天津市,天津市,101,228,9,79,0,1
2020-02-06,河北省,河北省,44,117,14,171,0,1
2020-02-06,山西省,山西省,22,54,6,96,0,0
2020-02-06,内蒙古自治区,内蒙古自治区,6,9,3,49,0,0
2020-02-06,辽宁省,辽宁省,47,169,5,94,0,0
2020-02-06,吉林省,吉林省,29,71,6,65,1,1
2020-02-06,黑龙江省,黑龙江省,88,210,50,277,0,3
2020-02-06,上海市,上海市,94,166,15,269,0,1
2020-02-06,江苏省,江苏省,34,59,35,408,0,0
2020-02-06,浙江省,浙江省,236,422,52,1006,0,0
2020-02-06,安徽省,安徽省,78,141,74,665,0,0
2020-02-06,福建省,福建省,45,94,9,224,0,0
2020-02-06,江西省,江西省,73,249,61,661,0,0
2020-02-06,山东省,山东省,48,96,36,379,0,0
2020-02-06,河南省,河南省,307,654,63,914,1,3
2020-02-06,湖北省,湖北省,2622,21261,2447,22112,69,618
2020-02-06,湖南省,湖南省,122,183,61,772,0,0
2020-02-06,广东省,广东省,71,170,74,1018,1,1
2020-02-06,广西壮族自治区,广西壮族自治区,142,340,4,172,0,0
2020-02-06,海南省,海南省,53,150,11,111,1,2
2020-02-06,重庆市,重庆市,177,408,22,411,0,2
2020-02-06,四川省,四川省,157,409,23,344,0,1
2020-02-06,贵州省,贵州省,38,54,8,77,0,1
2020-02-06,云南省,云南省,50,123,7,135,0,0
2020-02-06,西藏自治区,西藏自治区,0,0,0,1,0,0
2020-02-06,陕西省,陕西省,70,260,11,184,0,0
2020-02-06,甘肃省,甘肃省,6,21,8,70,0,0
2020-02-06,青海省,青海省,0,0,0,18,0,0
2020-02-06,宁夏回族自治区,宁夏回族自治区,6,45,3,43,0,0
2020-02-06,新疆维吾尔自治区,新疆维吾尔自治区,16,39,3,39,0,0
2020-02-06,台湾省,台湾省,0,0,5,16,0,0
2020-02-06,香港特别行政区,香港特别行政区,0,0,3,24,0,1
2020-02-06,澳门特别行政区,澳门特别行政区,0,0,0,10,0,0
2020-02-07,北京市,北京市,83,163,18,315,1,2
2020-02-07,天津市,天津市,132,297,2,81,0,1
2020-02-07,河北省,河北省,36,81,24,195,0,1
2020-02-07,山西省,山西省,28,58,8,104,0,0
2020-02-07,内蒙古自治区,内蒙古自治区,4,12,1,50,0,0
2020-02-07,辽宁省,辽宁省,86,226,5,99,0,0
2020-02-07,吉林省,吉林省,13,67,4,69,0,1
2020-02-07,黑龙江省,黑龙江省,117,234,19,282,2,5
2020-02-07,上海市,上海市,120,181,12,281,0,1
2020-02-07,江苏省,江苏省,28,68,31,439,0,0
2020-02-07,浙江省,浙江省,112,345,42,1048,0,0
2020-02-07,安徽省,安徽省,70,140,68,733,0,0
2020-02-07,福建省,福建省,38,99,15,239,0,0
2020-02-07,江西省,江西省,69,218,37,698,0,0
2020-02-07,山东省,山东省,47,100,28,407,0,0
2020-02-07,河南省,河南省,261,651,67,981,1,4
2020-02-07,湖北省,湖北省,2073,22433,2841,24953,81,699
2020-02-07,湖南省,湖南省,113,154,31,803,0,0
2020-02-07,广东省,广东省,65,195,57,1075,0,1
2020-02-07,广西壮族自治区,广西壮族自治区,123,295,11,183,0,0
2020-02-07,海南省,海南省,79,203,12,123,0,2
2020-02-07,重庆市,重庆市,162,392,15,426,0,2
2020-02-07,四川省,四川省,160,432,19,363,0,1
2020-02-07,贵州省,贵州省,24,61,12,89,0,1
2020-02-07,云南省,云南省,63,144,3,138,0,0
2020-02-07,西藏自治区,西藏自治区,0,0,0,1,0,0
2020-02-07,陕西省,陕西省,92,321,11,195,0,0
2020-02-07,甘肃省,甘肃省,8,23,1,71,1,1
2020-02-07,青海省,青海省,0,0,0,18,0,0
2020-02-07,宁夏回族自治区,宁夏回族自治区,4,41,2,45,0,0
2020-02-07,新疆维吾尔自治区,新疆维吾尔自治区,4,23,3,42,0,0
2020-02-07,台湾省,台湾省,0,0,0,16,0,0
2020-02-07,香港特别行政区,香港特别行政区,0,0,2,26,0,1
2020-02-07,澳门特别行政区,澳门特别行政区,0,0,0,10,0,0
2020-02-08,北京市,北京市,64,184,11,326,0,2
2020-02-08,天津市,天津市,123,287,7,88,0,1
2020-02-08,河北省,河北省,26,76,11,206,1,2
2020-02-08,山西省,山西省,30,71,12,115,0,0
2020-02-08,内蒙古自治区,内蒙古自治区,3,11,4,54,0,0
2020-02-08,辽宁省,辽宁省,73,263,6,105,0,0
2020-02-08,吉林省,吉林省,19,56,9,78,0,1
2020-02-08,黑龙江省,黑龙江省,104,258,26,307,1,6
2020-02-08,上海市,上海市,99,205,11,292,0,1
2020-02-08,江苏省,江苏省,24,67,29,468,0,0
2020-02-08,浙江省,浙江省,77,345,27,1075,0,0
2020-02-08,安徽省,安徽省,48,126,46,779,1,1
2020-02-08,福建省,福建省,22,85,11,250,0,0
2020-02-08,江西省,江西省,52,200,42,740,0,0
2020-02-08,山东省,山东省,40,88,28,435,1,1
2020-02-08,河南省,河南省,246,600,53,1033,2,6
2020-02-08,湖北省,湖北省,2067,23638,2147,27100,81,780
2020-02-08,湖南省,湖南省,107,155,35,838,1,1
2020-02-08,广东省,广东省,62,208,45,1120,0,1
2020-02-08,广西壮族自治区,广西壮族自治区,113,283,12,195,1,1
2020-02-08,海南省,海南省,68,230,6,128,0,2
2020-02-08,重庆市,重庆市,156,409,20,446,0,2
2020-02-08,四川省,四川省,113,431,23,386,0,1
2020-02-08,贵州省,贵州省,38,82,7,96,0,1
2020-02-08,云南省,云南省,37,146,2,140,0,0
2020-02-08,西藏自治区,西藏自治区,0,0,0,1,0,0
2020-02-08,陕西省,陕西省,73,343,13,208,0,0
2020-02-08,甘肃省,甘肃省,6,21,10,81,0,1
2020-02-08,青海省,青海省,0,0,0,18,0,0
2020-02-08,宁夏回族自治区,宁夏回族自治区,6,36,0,45,0,0
2020-02-08,新疆维吾尔自治区,新疆维吾尔自治区,20,38,3,45,0,0
2020-02-08,台湾省,台湾省,0,0,1,17,0,0
2020-02-08,香港特别行政区,香港特别行政区,0,0,0,26,0,1
2020-02-08,澳门特别行政区,澳门特别行政区,0,0,0,10,0,0
2020-02-09,北京市,北京市,94,207,11,337,0,2
2020-02-09,天津市,天津市,120,292,3,91,0,1
2020-02-09,河北省,河北省,9,61,12,218,0,2
2020-02-09,山西省,山西省,18,63,4,119,0,0
2020-02-09,内蒙古自治区,内蒙古自治区,3,12,4,58,0,0
2020-02-09,辽宁省,辽宁省,81,280,2,107,0,0
2020-02-09,吉林省,吉林省,15,40,2,80,0,1
2020-02-09,黑龙江省,黑龙江省,65,224,24,331,1,7
2020-02-09,上海市,上海市,118,223,3,295,0,1
2020-02-09,江苏省,江苏省,25,67,24,492,0,0
2020-02-09,浙江省,浙江省,83,334,29,1104,0,0
2020-02-09,安徽省,安徽省,61,115,51,830,2,3
2020-02-09,福建省,福建省,24,81,11,261,0,0
2020-02-09,江西省,江西省,57,183,32,771,1,1
2020-02-09,山东省,山东省,26,75,24,459,0,1
2020-02-09,河南省,河南省,223,588,40,1073,0,6
2020-02-09,湖北省,湖北省,2272,18438,2618,29631,91,871
2020-02-09,湖南省,湖南省,88,134,41,879,0,1
2020-02-09,广东省,广东省,33,169,31,1151,0,1
2020-02-09,广西壮族自治区,广西壮族自治区,81,243,15,210,0,1
2020-02-09,海南省,海南省,50,219,8,136,1,3
2020-02-09,重庆市,重庆市,167,418,22,468,0,2
2020-02-09,四川省,四川省,141,461,19,405,0,1
2020-02-09,贵州省,贵州省,11,75,13,109,0,1
2020-02-09,云南省,云南省,38,125,1,141,0,0
2020-02-09,西藏自治区,西藏自治区,0,0,0,1,0,0
2020-02-09,陕西省,陕西省,88,375,5,213,0,0
2020-02-09,甘肃省,甘肃省,2,14,5,85,1,2
2020-02-09,青海省,青海省,0,0,0,18,0,0
2020-02-09,宁夏回族自治区,宁夏回族自治区,6,34,4,49,0,0
2020-02-09,新疆维吾尔自治区,新疆维吾尔自治区,9,39,4,49,0,0
2020-02-09,台湾省,台湾省,0,0,1,18,0,0
2020-02-09,香港特别行政区,香港特别行政区,0,0,10,36,0,1
2020-02-09,澳门特别行政区,澳门特别行政区,0,0,0,10,0,0
2020-02-10,北京市,北京市,86,236,5,342,1,3
2020-02-10,天津市,天津市,129,278,5,96,1,2
2020-02-10,河北省,河北省,15,44,21,239,0,2
2020-02-10,山西省,山西省,27,58,3,122,0,0
2020-02-10,内蒙古自治区,内蒙古自治区,2,10,0,58,0,0
2020-02-10,辽宁省,辽宁省,102,331,1,108,0,0
2020-02-10,吉林省,吉林省,24,47,1,81,0,1
2020-02-10,黑龙江省,黑龙江省,77,181,29,360,1,8
2020-02-10,上海市,上海市,88,180,7,302,0,1
2020-02-10,江苏省,江苏省,19,64,23,515,0,0
2020-02-10,浙江省,浙江省,63,305,25,1117,0,0
2020-02-10,安徽省,安徽省,33,92,30,860,1,4
2020-02-10,福建省,福建省,19,72,6,267,0,0
2020-02-10,江西省,江西省,55,170,32,804,0,1
2020-02-10,山东省,山东省,28,66,27,486,0,1
2020-02-10,河南省,河南省,252,573,32,1105,1,7
2020-02-10,湖北省,湖北省,1814,16687,2097,31728,103,974
2020-02-10,湖南省,湖南省,93,136,33,912,0,1
2020-02-10,广东省,广东省,36,148,26,1177,0,1
2020-02-10,广西壮族自治区,广西壮族自治区,114,257,5,215,0,1
2020-02-10,海南省,海南省,58,187,6,142,0,3
2020-02-10,重庆市,重庆市,164,427,18,486,0,2
2020-02-10,四川省,四川省,116,475,12,417,0,1
2020-02-10,贵州省,贵州省,10,67,9,118,0,1
2020-02-10,云南省,云南省,30,109,8,149,0,0
2020-02-10,西藏自治区,西藏自治区,0,0,0,1,0,0
2020-02-10,陕西省,陕西省,71,389,6,219,0,0
2020-02-10,甘肃省,甘肃省,8,20,1,86,0,2
2020-02-10,青海省,青海省,0,0,0,18,0,0
2020-02-10,宁夏回族自治区,宁夏回族自治区,2,33,4,53,0,0
2020-02-10,新疆维吾尔自治区,新疆维吾尔自治区,1,33,6,55,0,0
2020-02-10,台湾省,台湾省,0,0,0,18,0,0
2020-02-10,香港特别行政区,香港特别行政区,0,0,6,42,0,1
2020-02-10,澳门特别行政区,澳门特别行政区,0,0,0,10,0,0
2020-02-11,北京市,北京市,86,218,10,352,0,3
2020-02-11,天津市,天津市,150,328,10,106,0,2
2020-02-11,河北省,河北省,20,43,12,251,0,2
2020-02-11,山西省,山西省,23,65,2,124,0,0
2020-02-11,内蒙古自治区,内蒙古自治区,1,11,2,60,0,0
2020-02-11,辽宁省,辽宁省,82,287,3,111,0,0
2020-02-11,吉林省,吉林省,24,57,2,83,0,1
2020-02-11,黑龙江省,黑龙江省,43,171,18,378,0,8
2020-02-11,上海市,上海市,124,177,4,306,0,1
2020-02-11,江苏省,江苏省,22,62,28,543,0,0
2020-02-11,浙江省,浙江省,49,263,14,1131,0,0
2020-02-11,安徽省,安徽省,39,79,29,889,0,4
2020-02-11,福建省,福建省,19,74,5,272,0,0
2020-02-11,江西省,江西省,37,155,40,844,0,1
2020-02-11,山东省,山东省,34,71,11,497,0,1
2020-02-11,河南省,河南省,225,538,30,1135,1,8
2020-02-11,湖北省,湖北省,1685,11295,1638,33366,94,1068
2020-02-11,湖南省,湖南省,94,135,34,946,1,2
2020-02-11,广东省,广东省,39,135,42,1219,0,1
2020-02-11,广西壮族自治区,广西壮族自治区,106,248,7,222,0,1
2020-02-11,海南省,海南省,66,206,3,145,0,3
2020-02-11,重庆市,重庆市,154,428,19,505,1,3
2020-02-11,四川省,四川省,123,432,19,436,0,1
2020-02-11,贵州省,贵州省,21,53,13,131,0,1
2020-02-11,云南省,云南省,28,89,5,154,0,0
2020-02-11,西藏自治区,西藏自治区,0,0,0,1,0,0
2020-02-11,陕西省,陕西省,35,367,6,225,0,0
2020-02-11,甘肃省,甘肃省,6,18,0,86,0,2
2020-02-11,青海省,青海省,0,0,0,18,0,0
2020-02-11,宁夏回族自治区,宁夏回族自治区,5,31,5,58,0,0
2020-02-11,新疆维吾尔自治区,新疆维吾尔自治区,2,31,4,59,0,0
2020-02-11,台湾省,台湾省,0,0,0,18,0,0
2020-02-11,香港特别行政区,香港特别行政区,0,0,7,49,0,1
2020-02-11,澳门特别行政区,澳门特别行政区,0,0,0,10,0,0
2020-02-12,北京市,北京市,61,194,14,366,0,3
2020-02-12,天津市,天津市,152,354,6,112,1,3
2020-02-12,河北省,河北省,11,37,14,265,1,3
2020-02-12,山西省,山西省,24,72,2,126,0,0
2020-02-12,内蒙古自治区,内蒙古自治区,3,13,1,61,0,0
2020-02-12,辽宁省,辽宁省,86,306,5,116,1,1
2020-02-12,吉林省,吉林省,12,55,1,84,0,1
2020-02-12,黑龙江省,黑龙江省,56,146,17,395,1,9
2020-02-12,上海市,上海市,95,183,7,313,0,1
2020-02-12,江苏省,江苏省,17,59,27,570,0,0
2020-02-12,浙江省,浙江省,28,196,14,1145,0,0
2020-02-12,安徽省,安徽省,38,69,22,910,1,5
2020-02-12,福建省,福建省,16,69,7,279,0,0
2020-02-12,江西省,江西省,25,120,28,872,0,1
2020-02-12,山东省,山东省,21,69,9,506,1,2
2020-02-12,河南省,河南省,192,479,34,1169,2,10
2020-02-12,湖北省,湖北省,1377,9028,14840,48206,242,1310
2020-02-12,湖南省,湖南省,60,96,22,968,0,2
2020-02-12,广东省,广东省,29,123,22,1241,1,2
2020-02-12,广西壮族自治区,广西壮族自治区,81,251,0,222,1,2
2020-02-12,海南省,海南省,60,176,12,157,1,4
2020-02-12,重庆市,重庆市,148,441,13,518,0,3
2020-02-12,四川省,四川省,94,367,15,451,0,1
2020-02-12,贵州省,贵州省,17,50,4,135,0,1
2020-02-12,云南省,云南省,45,100,1,155,0,0
2020-02-12,西藏自治区,西藏自治区,0,0,0,1,0,0
2020-02-12,陕西省,陕西省,53,304,4,229,0,0
2020-02-12,甘肃省,甘肃省,3,23,1,87,0,2
2020-02-12,青海省,青海省,0,0,0,18,0,0
2020-02-12,宁夏回族自治区,宁夏回族自治区,3,28,6,64,0,0
2020-02-12,新疆维吾尔自治区,新疆维吾尔自治区,0,27,4,63,1,1
2020-02-12,台湾省,台湾省,0,0,0,18,0,0
2020-02-12,香港特别行政区,香港特别行政区,0,0,1,50,0,1
2020-02-12,澳门特别行政区,澳门特别行政区,0,0,0,10,0,0
2020-02-13,北京市,北京市,54,167,6,372,0,3
2020-02-13,天津市,天津市,172,387,7,119,0,3
2020-02-13,河北省,河北省,12,39,18,283,0,3
2020-02-13,山西省,山西省,24,71,0,126,0,0
2020-02-13,内蒙古自治区,内蒙古自治区,1,12,2,63,0,0
2020-02-13,辽宁省,辽宁省,66,262,1,117,0,1
2020-02-13,吉林省,吉林省,10,39,2,86,0,1
2020-02-13,黑龙江省,黑龙江省,35,133,23,418,2,11
2020-02-13,上海市,上海市,81,156,5,318,0,1
2020-02-13,江苏省,江苏省,14,49,23,593,0,0
2020-02-13,浙江省,浙江省,22,121,10,1155,0,0
2020-02-13,安徽省,安徽省,16,52,24,934,1,6
2020-02-13,福建省,福建省,23,73,2,281,0,0
2020-02-13,江西省,江西省,43,106,28,900,0,1
2020-02-13,山东省,山东省,37,83,13,519,0,2
2020-02-13,河南省,河南省,207,474,15,1184,1,11
2020-02-13,湖北省,湖北省,1154,6169,4823,51986,116,1318
2020-02-13,湖南省,湖南省,53,67,20,988,0,2
2020-02-13,广东省,广东省,8,17,20,1261,0,2
2020-02-13,广西壮族自治区,广西壮族自治区,79,232,4,226,0,2
2020-02-13,海南省,海南省,32,170,0,157,0,4
2020-02-13,重庆市,重庆市,138,427,11,529,1,4
2020-02-13,四川省,四川省,77,326,12,463,0,1
2020-02-13,贵州省,贵州省,16,47,5,140,0,1
2020-02-13,云南省,云南省,29,96,7,162,0,0
2020-02-13,西藏自治区,西藏自治区,0,0,0,1,0,0
2020-02-13,陕西省,陕西省,37,267,1,230,0,0
2020-02-13,甘肃省,甘肃省,0,12,3,90,0,2
2020-02-13,青海省,青海省,0,0,0,18,0,0
2020-02-13,宁夏回族自治区,宁夏回族自治区,5,30,3,67,0,0
2020-02-13,新疆维吾尔自治区,新疆维吾尔自治区,5,25,2,65,0,1
2020-02-13,台湾省,台湾省,0,0,0,18,0,0
2020-02-13,香港特别行政区,香港特别行政区,0,0,3,53,0,1
2020-02-13,澳门特别行政区,澳门特别行政区,0,0,0,10,0,0
2020-02-14,北京市,北京市,51,155,3,375,1,4
2020-02-14,天津市,天津市,128,357,1,120,0,3
2020-02-14,河北省,河北省,8,33,8,291,0,3
2020-02-14,山西省,山西省,12,62,1,127,0,0
2020-02-14,内蒙古自治区,内蒙古自治区,7,16,5,68,0,0
2020-02-14,辽宁省,辽宁省,66,257,2,119,0,1
2020-02-14,吉林省,吉林省,8,27,2,88,0,1
2020-02-14,黑龙江省,黑龙江省,48,135,7,425,0,11
2020-02-14,上海市,上海市,87,143,8,326,0,1
2020-02-14,江苏省,江苏省,3,41,11,604,0,0
2020-02-14,浙江省,浙江省,23,88,7,1162,0,0
2020-02-14,安徽省,安徽省,13,45,16,950,0,6
2020-02-14,福建省,福建省,6,55,4,285,0,0
2020-02-14,江西省,江西省,21,60,13,913,0,1
2020-02-14,山东省,山东省,27,73,11,530,0,2
2020-02-14,河南省,河南省,153,408,28,1212,2,13
2020-02-14,湖北省,湖北省,1216,5534,2420,54406,139,1457
2020-02-14,湖南省,湖南省,50,70,13,1001,0,2
2020-02-14,广东省,广东省,9,12,33,1294,0,2
2020-02-14,广西壮族自治区,广西壮族自治区,44,181,9,235,0,2
2020-02-14,海南省,海南省,36,141,5,162,0,4
2020-02-14,重庆市,重庆市,98,313,8,537,1,5
2020-02-14,四川省,四川省,72,310,7,470,0,1
2020-02-14,贵州省,贵州省,4,38,3,143,0,1
2020-02-14,云南省,云南省,39,103,6,168,0,0
2020-02-14,西藏自治区,西藏自治区,0,0,0,1,0,0
2020-02-14,陕西省,陕西省,37,245,2,232,0,0
2020-02-14,甘肃省,甘肃省,4,12,0,90,0,2
2020-02-14,青海省,青海省,0,0,0,18,0,0
2020-02-14,宁夏回族自治区,宁夏回族自治区,3,29,3,70,0,0
2020-02-14,新疆维吾尔自治区,新疆维吾尔自治区,4,26,5,70,0,1
2020-02-14,台湾省,台湾省,0,0,0,18,0,0
2020-02-14,香港特别行政区,香港特别行政区,0,0,3,56,0,1
2020-02-14,澳门特别行政区,澳门特别行政区,0,0,0,10,0,0
2020-02-15,北京市,北京市,35,122,5,380,0,4
2020-02-15,天津市,天津市,109,348,2,122,0,3
2020-02-15,河北省,河北省,2,26,9,300,0,3
2020-02-15,山西省,山西省,15,43,1,128,0,0
2020-02-15,内蒙古自治区,内蒙古自治区,4,19,2,70,0,0
2020-02-15,辽宁省,辽宁省,69,275,1,120,0,1
2020-02-15,吉林省,吉林省,16,37,1,89,0,1
2020-02-15,黑龙江省,黑龙江省,44,122,20,445,0,11
2020-02-15,上海市,上海市,75,142,2,328,0,1
2020-02-15,江苏省,江苏省,9,32,13,617,0,0
2020-02-15,浙江省,浙江省,23,82,5,1167,0,0
2020-02-15,安徽省,安徽省,6,32,12,962,0,6
2020-02-15,福建省,福建省,2,39,2,287,0,0
2020-02-15,江西省,江西省,7,31,13,925,0,1
2020-02-15,山东省,山东省,22,66,7,537,0,2
2020-02-15,河南省,河南省,137,345,19,1231,0,13
2020-02-15,湖北省,湖北省,1036,5243,1843,56249,139,1596
2020-02-15,湖南省,湖南省,36,65,3,1004,1,3
2020-02-15,广东省,广东省,2,2,22,1316,0,2
2020-02-15,广西壮族自治区,广西壮族自治区,49,156,2,237,0,2
2020-02-15,海南省,海南省,30,141,0,162,0,4
2020-02-15,重庆市,重庆市,75,246,7,544,0,5
2020-02-15,四川省,四川省,46,213,11,481,2,3
2020-02-15,贵州省,贵州省,8,42,1,144,0,1
2020-02-15,云南省,云南省,37,108,1,169,0,0
2020-02-15,西藏自治区,西藏自治区,0,0,0,1,0,0
2020-02-15,陕西省,陕西省,15,189,4,236,0,0
2020-02-15,甘肃省,甘肃省,1,10,0,90,0,2
2020-02-15,青海省,青海省,0,0,0,18,0,0
2020-02-15,宁夏回族自治区,宁夏回族自治区,5,30,0,70,0,0
2020-02-15,新疆维吾尔自治区,新疆维吾尔自治区,3,22,1,71,0,1
2020-02-15,台湾省,台湾省,0,0,0,18,0,0
2020-02-15,香港特别行政区,香港特别行政区,0,0,0,56,0,1
2020-02-15,澳门特别行政区,澳门特别行政区,0,0,0,10,0,0
2020-02-16,北京市,北京市,33,116,1,381,0,4
2020-02-16,天津市,天津市,88,285,2,124,0,3
2020-02-16,河北省,河北省,2,13,1,301,0,3
2020-02-16,山西省,山西省,5,32,1,129,0,0
2020-02-16,内蒙古自治区,内蒙古自治区,3,17,2,72,0,0
2020-02-16,辽宁省,辽宁省,45,243,1,121,0,1
2020-02-16,吉林省,吉林省,9,36,0,89,0,1
2020-02-16,黑龙江省,黑龙江省,27,108,12,457,0,11
2020-02-16,上海市,上海市,67,117,3,331,0,1
2020-02-16,江苏省,江苏省,3,22,9,626,0,0
2020-02-16,浙江省,浙江省,13,70,4,1171,0,0
2020-02-16,安徽省,安徽省,9,34,11,973,0,6
2020-02-16,福建省,福建省,3,31,3,290,0,0
2020-02-16,江西省,江西省,2,19,5,930,0,1
2020-02-16,山东省,山东省,21,67,4,541,0,2
2020-02-16,河南省,河南省,112,298,15,1246,3,16
2020-02-16,湖北省,湖北省,909,4826,1933,58182,100,1696
2020-02-16,湖南省,湖南省,14,24,2,1006,0,3
2020-02-16,广东省,广东省,1,1,6,1322,2,4
2020-02-16,广西壮族自治区,广西壮族自治区,26,122,1,238,0,2
2020-02-16,海南省,海南省,27,119,0,162,0,4
2020-02-16,重庆市,重庆市,63,183,7,551,0,5
2020-02-16,四川省,四川省,40,178,14,495,0,3
2020-02-16,贵州省,贵州省,2,34,2,146,0,1
2020-02-16,云南省,云南省,22,100,2,171,0,0
2020-02-16,西藏自治区,西藏自治区,0,0,0,1,0,0
2020-02-16,陕西省,陕西省,15,111,4,240,0,0
2020-02-16,甘肃省,甘肃省,0,10,1,91,0,2
2020-02-16,青海省,青海省,0,0,0,18,0,0
2020-02-16,宁夏回族自治区,宁夏回族自治区,0,28,0,70,0,0
2020-02-16,新疆维吾尔自治区,新疆维吾尔自治区,2,20,2,73,0,1
2020-02-16,台湾省,台湾省,0,0,2,20,1,1
2020-02-16,香港特别行政区,香港特别行政区,0,0,1,57,0,1
2020-02-16,澳门特别行政区,澳门特别行政区,0,0,0,10,0,0
2020-02-17,北京市,北京市,49,128,6,387,0,4
2020-02-17,天津市,天津市,83,249,1,125,0,3
2020-02-17,河北省,河北省,1,6,1,302,1,4
2020-02-17,山西省,山西省,6,26,1,130,0,0
2020-02-17,内蒙古自治区,内蒙古自治区,0,16,1,73,0,0
2020-02-17,辽宁省,辽宁省,64,191,0,121,0,1
2020-02-17,吉林省,吉林省,14,34,0,89,0,1
2020-02-17,黑龙江省,黑龙江省,32,101,7,464,0,11
2020-02-17,上海市,上海市,65,97,2,333,0,1
2020-02-17,江苏省,江苏省,4,22,3,629,0,0
2020-02-17,浙江省,浙江省,15,58,1,1172,0,0
2020-02-17,安徽省,安徽省,7,20,9,982,0,6
2020-02-17,福建省,福建省,2,27,2,292,0,0
2020-02-17,江西省,江西省,0,11,3,933,0,1
2020-02-17,山东省,山东省,17,61,2,543,0,2
2020-02-17,河南省,河南省,102,220,11,1257,3,19
2020-02-17,湖北省,湖北省,788,4194,1807,59989,93,1789
2020-02-17,湖南省,湖南省,15,22,1,1007,1,4
2020-02-17,广东省,广东省,0,0,6,1328,0,4
2020-02-17,广西壮族自治区,广西壮族自治区,21,93,4,242,0,2
2020-02-17,海南省,海南省,22,114,1,163,0,4
2020-02-17,重庆市,重庆市,50,162,2,553,0,5
2020-02-17,四川省,四川省,28,157,13,508,0,3
2020-02-17,贵州省,贵州省,2,23,0,146,0,1
2020-02-17,云南省,云南省,18,83,1,172,0,0
