id,name,cities,series,updateDate,isTreatingNumClear,confirmedTotal,suspectedTotal,curesTotal,deathsTotal,treatingTotal
7240EX,埃斯特雷马杜拉,,"[{'date': '2021-01-21', 'confirmedNum': 57858, 'curesNum': 2652, 'deathsNum': 1271, 'curesRatio': 0.04583636, 'deathsRatio': 0.021967575, 'treatingNum': 53935, 'confirmedIncr': 1134, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2021-01-20', 'confirmedNum': 56724, 'curesNum': 2652, 'deathsNum': 1250, 'curesRatio': 0.0467527, 'deathsRatio': 0.022036528, 'treatingNum': 52822, 'confirmedIncr': 1244, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2021-01-21,False,57858,,2652,1271,53935
7240IB,巴利阿里群岛,,"[{'date': '2021-01-21', 'confirmedNum': 47359, 'curesNum': 1533, 'deathsNum': 538, 'curesRatio': 0.03236977, 'deathsRatio': 0.011360037, 'treatingNum': 45288, 'confirmedIncr': 638, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2021-01-20', 'confirmedNum': 46721, 'curesNum': 1533, 'deathsNum': 538, 'curesRatio': 0.0328118, 'deathsRatio': 0.011515165, 'treatingNum': 44650, 'confirmedIncr': 611, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2021-01-21,False,47359,,1533,538,45288
7240NC,纳瓦拉,,"[{'date': '2021-01-21', 'confirmedNum': 46152, 'curesNum': 3905, 'deathsNum': 994, 'curesRatio': 0.08461172, 'deathsRatio': 0.021537527, 'treatingNum': 41253, 'confirmedIncr': 243, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2021-01-20', 'confirmedNum': 45909, 'curesNum': 3905, 'deathsNum': 993, 'curesRatio': 0.085059576, 'deathsRatio': 0.021629745, 'treatingNum': 41011, 'confirmedIncr': 208, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2021-01-21,False,46152,,3905,994,41253
7240CN,加那利群岛,,"[{'date': '2021-01-21', 'confirmedNum': 32638, 'curesNum': 1537, 'deathsNum': 493, 'curesRatio': 0.047092345, 'deathsRatio': 0.015105092, 'treatingNum': 30608, 'confirmedIncr': 329, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2021-01-20', 'confirmedNum': 32309, 'curesNum': 1537, 'deathsNum': 490, 'curesRatio': 0.047571883, 'deathsRatio': 0.015166053, 'treatingNum': 30282, 'confirmedIncr': 299, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2021-01-21,False,32638,,1537,493,30608
7240AS,阿斯图里亚斯,,"[{'date': '2021-01-21', 'confirmedNum': 31895, 'curesNum': 1063, 'deathsNum': 1434, 'curesRatio': 0.03332811, 'deathsRatio': 0.044960026, 'treatingNum': 29398, 'confirmedIncr': 442, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2021-01-20', 'confirmedNum': 31453, 'curesNum': 1063, 'deathsNum': 1424, 'curesRatio': 0.03379646, 'deathsRatio': 0.0452739, 'treatingNum': 28966, 'confirmedIncr': 370, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2021-01-21,False,31895,,1063,1434,29398
7240RI,拉里奥哈,,"[{'date': '2021-01-21', 'confirmedNum': 22748, 'curesNum': 3107, 'deathsNum': 614, 'curesRatio': 0.13658343, 'deathsRatio': 0.026991384, 'treatingNum': 19027, 'confirmedIncr': 401, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2021-01-20', 'confirmedNum': 22347, 'curesNum': 3107, 'deathsNum': 614, 'curesRatio': 0.13903432, 'deathsRatio': 0.027475724, 'treatingNum': 18626, 'confirmedIncr': 411, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2021-01-21,False,22748,,3107,614,19027
7240CB,坎塔布里亚,,"[{'date': '2021-01-21', 'confirmedNum': 20930, 'curesNum': 2287, 'deathsNum': 418, 'curesRatio': 0.10926899, 'deathsRatio': 0.019971333, 'treatingNum': 18225, 'confirmedIncr': 206, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2021-01-20', 'confirmedNum': 20724, 'curesNum': 2287, 'deathsNum': 417, 'curesRatio': 0.110355146, 'deathsRatio': 0.020121599, 'treatingNum': 18020, 'confirmedIncr': 204, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2021-01-21,False,20930,,2287,418,18225
7240ML,梅利利亚,,"[{'date': '2021-01-21', 'confirmedNum': 5407, 'curesNum': 125, 'deathsNum': 49, 'curesRatio': 0.02311818, 'deathsRatio': 0.0090623265, 'treatingNum': 5233, 'confirmedIncr': 88, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2021-01-20', 'confirmedNum': 5319, 'curesNum': 125, 'deathsNum': 49, 'curesRatio': 0.023500659, 'deathsRatio': 0.009212258, 'treatingNum': 5145, 'confirmedIncr': 84, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2021-01-21,False,5407,,125,49,5233
7240CE,休达,,"[{'date': '2021-01-21', 'confirmedNum': 3617, 'curesNum': 163, 'deathsNum': 67, 'curesRatio': 0.04506497, 'deathsRatio': 0.018523639, 'treatingNum': 3387, 'confirmedIncr': 57, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2021-01-20', 'confirmedNum': 3560, 'curesNum': 163, 'deathsNum': 67, 'curesRatio': 0.04578652, 'deathsRatio': 0.018820224, 'treatingNum': 3330, 'confirmedIncr': 38, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2021-01-21,False,3617,,163,67,3387
7240xx,未公布来源,,"[{'date': '2021-01-21', 'confirmedNum': 103912, 'curesNum': 196958, 'deathsNum': 0, 'curesRatio': 1.8954308, 'deathsRatio': 0, 'treatingNum': -93046, 'confirmedIncr': 103912, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}, {'date': '2021-01-20', 'confirmedNum': 0, 'curesNum': 196958, 'deathsNum': 10, 'curesRatio': 0, 'deathsRatio': 0, 'treatingNum': -196968, 'confirmedIncr': 0, 'asymptomaticNum': 0, 'asymptomaticIncr': 0}]",2021-01-21,False,103912,,196958,0,-93046
